"Dataset","Reg","FF","Scr","GSR","Parcellation","xfm","nsub","nses","nscans","nroi","discr"
"FSL245","NKI24_mx1400","F","F","N","N","C","L",24,2,47,201,0.766304347826087
"FSL65","NKI24_mx1400","F","F","N","N","D","N",24,2,47,71,0.730731225296443
"FSL147","NKI24_mx1400","F","F","N","N","D","P",24,2,47,71,0.896245059288538
"FSL246","NKI24_mx1400","F","F","N","N","D","L",24,2,47,71,0.681324110671937
"FSL66","NKI24_mx1400","F","F","N","N","H","N",24,2,47,112,0.787549407114625
"FSL148","NKI24_mx1400","F","F","N","N","H","P",24,2,47,112,0.890316205533597
"FSL247","NKI24_mx1400","F","F","N","N","H","L",24,2,47,112,0.749505928853755
"FSL67","NKI24_mx1400","F","N","S","G","A","N",24,2,47,117,0.878458498023715
"FSL149","NKI24_mx1400","F","N","S","G","A","P",24,2,47,117,0.876482213438735
"FSL248","NKI24_mx1400","F","N","S","G","A","L",24,2,47,117,0.870553359683794
"FSL68","NKI24_mx1400","F","N","S","G","C","N",24,2,47,201,0.884881422924901
"FSL150","NKI24_mx1400","F","N","S","G","C","P",24,2,47,201,0.906126482213439
"FSL249","NKI24_mx1400","F","N","S","G","C","L",24,2,47,201,0.901679841897233
"FSL69","NKI24_mx1400","F","N","S","G","D","N",24,2,47,71,0.861660079051383
"FSL151","NKI24_mx1400","F","N","S","G","D","P",24,2,47,71,0.858201581027668
"FSL250","NKI24_mx1400","F","N","S","G","D","L",24,2,47,71,0.83102766798419
"FSL70","NKI24_mx1400","F","N","S","G","H","N",24,2,47,112,0.869071146245059
"FSL152","NKI24_mx1400","F","N","S","G","H","P",24,2,47,112,0.879940711462451
"FSL251","NKI24_mx1400","F","N","S","G","H","L",24,2,47,112,0.809288537549407
"FSL71","NKI24_mx1400","F","N","S","N","A","N",24,2,47,117,0.812252964426877
"FSL153","NKI24_mx1400","F","N","S","N","A","P",24,2,47,117,0.875
"FSL252","NKI24_mx1400","F","N","S","N","A","L",24,2,47,117,0.74703557312253
"FSL72","NKI24_mx1400","F","N","S","N","C","N",24,2,47,201,0.816205533596838
"FSL154","NKI24_mx1400","F","N","S","N","C","P",24,2,47,201,0.896739130434783
"FSL253","NKI24_mx1400","F","N","S","N","C","L",24,2,47,201,0.723320158102767
"FSL73","NKI24_mx1400","F","N","S","N","D","N",24,2,47,71,0.732213438735178
"FSL155","NKI24_mx1400","F","N","S","N","D","P",24,2,47,71,0.860177865612648
"FSL254","NKI24_mx1400","F","N","S","N","D","L",24,2,47,71,0.674901185770751
"FSL74","NKI24_mx1400","F","N","S","N","H","N",24,2,47,112,0.776185770750988
"FSL156","NKI24_mx1400","F","N","S","N","H","P",24,2,47,112,0.869071146245059
"FSL255","NKI24_mx1400","F","N","S","N","H","L",24,2,47,112,0.725790513833992
"FSL75","NKI24_mx1400","F","N","N","G","A","N",24,2,47,117,0.953063241106719
"FSL157","NKI24_mx1400","F","N","N","G","A","P",24,2,47,117,0.930830039525692
"FSL256","NKI24_mx1400","F","N","N","G","A","L",24,2,47,117,0.936264822134387
"FSL76","NKI24_mx1400","F","N","N","G","C","N",24,2,47,201,0.958498023715415
"FSL158","NKI24_mx1400","F","N","N","G","C","P",24,2,47,201,0.965909090909091
"FSL257","NKI24_mx1400","F","N","N","G","C","L",24,2,47,201,0.975790513833992
"FSL77","NKI24_mx1400","F","N","N","G","D","N",24,2,47,71,0.91403162055336
"FSL159","NKI24_mx1400","F","N","N","G","D","P",24,2,47,71,0.882411067193676
"FSL258","NKI24_mx1400","F","N","N","G","D","L",24,2,47,71,0.861166007905138
"FSL78","NKI24_mx1400","F","N","N","G","H","N",24,2,47,112,0.938735177865613
"FSL160","NKI24_mx1400","F","N","N","G","H","P",24,2,47,112,0.924901185770751
"FSL259","NKI24_mx1400","F","N","N","G","H","L",24,2,47,112,0.854249011857708
"FSL79","NKI24_mx1400","F","N","N","N","A","N",24,2,47,117,0.842885375494071
"FSL161","NKI24_mx1400","F","N","N","N","A","P",24,2,47,117,0.924407114624506
"FSL260","NKI24_mx1400","F","N","N","N","A","L",24,2,47,117,0.780632411067194
"FSL80","NKI24_mx1400","F","N","N","N","C","N",24,2,47,201,0.848320158102767
"FSL162","NKI24_mx1400","F","N","N","N","C","P",24,2,47,201,0.940711462450593
"FSL261","NKI24_mx1400","F","N","N","N","C","L",24,2,47,201,0.760869565217391
"FSL81","NKI24_mx1400","F","N","N","N","D","N",24,2,47,71,0.735671936758893
"FSL163","NKI24_mx1400","F","N","N","N","D","P",24,2,47,71,0.881422924901186
"FSL262","NKI24_mx1400","F","N","N","N","D","L",24,2,47,71,0.685276679841897
"FSL82","NKI24_mx1400","F","N","N","N","H","N",24,2,47,112,0.806818181818182
"FSL164","NKI24_mx1400","F","N","N","N","H","P",24,2,47,112,0.91304347826087
"FSL263","NKI24_mx1400","F","N","N","N","H","L",24,2,47,112,0.759387351778656
"ANT83","NKI24_mx645","A","F","S","G","A","N",24,2,47,117,0.978754940711462
"ANT165","NKI24_mx645","A","F","S","G","A","P",24,2,47,117,0.970355731225296
"ANT264","NKI24_mx645","A","F","S","G","A","L",24,2,47,117,0.952075098814229
"ANT84","NKI24_mx645","A","F","S","G","C","N",24,2,47,201,0.995553359683794
"ANT166","NKI24_mx645","A","F","S","G","C","P",24,2,47,201,0.987648221343874
"ANT265","NKI24_mx645","A","F","S","G","C","L",24,2,47,201,0.973814229249012
"ANT85","NKI24_mx645","A","F","S","G","D","N",24,2,47,71,0.956521739130435
"ANT167","NKI24_mx645","A","F","S","G","D","P",24,2,47,71,0.944169960474308
"ANT266","NKI24_mx645","A","F","S","G","D","L",24,2,47,71,0.932312252964427
"ANT86","NKI24_mx645","A","F","S","G","H","N",24,2,47,112,0.977272727272727
"ANT168","NKI24_mx645","A","F","S","G","H","P",24,2,47,112,0.9550395256917
"ANT267","NKI24_mx645","A","F","S","G","H","L",24,2,47,112,0.843873517786561
"ANT87","NKI24_mx645","A","F","S","N","A","N",24,2,47,117,0.882905138339921
"ANT169","NKI24_mx645","A","F","S","N","A","P",24,2,47,117,0.981719367588933
"ANT268","NKI24_mx645","A","F","S","N","A","L",24,2,47,117,0.862648221343874
"ANT88","NKI24_mx645","A","F","S","N","C","N",24,2,47,201,0.886857707509881
"ANT170","NKI24_mx645","A","F","S","N","C","P",24,2,47,201,0.975790513833992
"ANT269","NKI24_mx645","A","F","S","N","C","L",24,2,47,201,0.872529644268775
"ANT89","NKI24_mx645","A","F","S","N","D","N",24,2,47,71,0.844861660079051
"ANT171","NKI24_mx645","A","F","S","N","D","P",24,2,47,71,0.967885375494071
"ANT270","NKI24_mx645","A","F","S","N","D","L",24,2,47,71,0.816699604743083
"ANT90","NKI24_mx645","A","F","S","N","H","N",24,2,47,112,0.879446640316206
"ANT172","NKI24_mx645","A","F","S","N","H","P",24,2,47,112,0.982213438735178
"ANT271","NKI24_mx645","A","F","S","N","H","L",24,2,47,112,0.783102766798419
"ANT91","NKI24_mx645","A","F","N","G","A","N",24,2,47,117,0.981719367588933
"ANT173","NKI24_mx645","A","F","N","G","A","P",24,2,47,117,0.973320158102767
"ANT272","NKI24_mx645","A","F","N","G","A","L",24,2,47,117,0.954051383399209
"ANT92","NKI24_mx645","A","F","N","G","C","N",24,2,47,201,0.994565217391304
"ANT174","NKI24_mx645","A","F","N","G","C","P",24,2,47,201,0.990612648221344
"ANT273","NKI24_mx645","A","F","N","G","C","L",24,2,47,201,0.977766798418972
"ANT93","NKI24_mx645","A","F","N","G","D","N",24,2,47,71,0.940711462450593
"ANT175","NKI24_mx645","A","F","N","G","D","P",24,2,47,71,0.947628458498024
"ANT274","NKI24_mx645","A","F","N","G","D","L",24,2,47,71,0.925889328063241
"ANT94","NKI24_mx645","A","F","N","G","H","N",24,2,47,112,0.973814229249012
"ANT176","NKI24_mx645","A","F","N","G","H","P",24,2,47,112,0.966897233201581
"ANT275","NKI24_mx645","A","F","N","G","H","L",24,2,47,112,0.846837944664032
"ANT95","NKI24_mx645","A","F","N","N","A","N",24,2,47,117,0.87697628458498
"ANT177","NKI24_mx645","A","F","N","N","A","P",24,2,47,117,0.990118577075099
"ANT276","NKI24_mx645","A","F","N","N","A","L",24,2,47,117,0.87796442687747
"ANT96","NKI24_mx645","A","F","N","N","C","N",24,2,47,201,0.881422924901186
"ANT178","NKI24_mx645","A","F","N","N","C","P",24,2,47,201,0.984189723320158
"ANT277","NKI24_mx645","A","F","N","N","C","L",24,2,47,201,0.880928853754941
"ANT97","NKI24_mx645","A","F","N","N","D","N",24,2,47,71,0.842391304347826
"ANT179","NKI24_mx645","A","F","N","N","D","P",24,2,47,71,0.963932806324111
"ANT278","NKI24_mx645","A","F","N","N","D","L",24,2,47,71,0.827569169960474
"ANT98","NKI24_mx645","A","F","N","N","H","N",24,2,47,112,0.879940711462451
"ANT180","NKI24_mx645","A","F","N","N","H","P",24,2,47,112,0.988142292490119
"ANT279","NKI24_mx645","A","F","N","N","H","L",24,2,47,112,0.795948616600791
"ANT99","NKI24_mx645","A","N","S","G","A","N",24,2,47,117,0.990612648221344
"ANT181","NKI24_mx645","A","N","S","G","A","P",24,2,47,117,0.970849802371542
"ANT280","NKI24_mx645","A","N","S","G","A","L",24,2,47,117,0.964920948616601
"ANT100","NKI24_mx645","A","N","S","G","C","N",24,2,47,201,0.996541501976285
"ANT182","NKI24_mx645","A","N","S","G","C","P",24,2,47,201,0.972826086956522
"ANT281","NKI24_mx645","A","N","S","G","C","L",24,2,47,201,0.975790513833992
"ANT101","NKI24_mx645","A","N","S","G","D","N",24,2,47,71,0.963932806324111
"ANT183","NKI24_mx645","A","N","S","G","D","P",24,2,47,71,0.950098814229249
"ANT282","NKI24_mx645","A","N","S","G","D","L",24,2,47,71,0.927371541501976
"ANT102","NKI24_mx645","A","N","S","G","H","N",24,2,47,112,0.990118577075099
"ANT184","NKI24_mx645","A","N","S","G","H","P",24,2,47,112,0.9550395256917
"ANT283","NKI24_mx645","A","N","S","G","H","L",24,2,47,112,0.853260869565217
"ANT103","NKI24_mx645","A","N","S","N","A","N",24,2,47,117,0.900197628458498
"ANT185","NKI24_mx645","A","N","S","N","A","P",24,2,47,117,0.988142292490119
"ANT284","NKI24_mx645","A","N","S","N","A","L",24,2,47,117,0.890810276679842
"ANT104","NKI24_mx645","A","N","S","N","C","N",24,2,47,201,0.903162055335968
"ANT186","NKI24_mx645","A","N","S","N","C","P",24,2,47,201,0.984189723320158
"ANT285","NKI24_mx645","A","N","S","N","C","L",24,2,47,201,0.882411067193676
"ANT105","NKI24_mx645","A","N","S","N","D","N",24,2,47,71,0.872529644268775
"ANT187","NKI24_mx645","A","N","S","N","D","P",24,2,47,71,0.972332015810277
"ANT286","NKI24_mx645","A","N","S","N","D","L",24,2,47,71,0.843379446640316
"ANT106","NKI24_mx645","A","N","S","N","H","N",24,2,47,112,0.890316205533597
"ANT188","NKI24_mx645","A","N","S","N","H","P",24,2,47,112,0.987154150197628
"ANT287","NKI24_mx645","A","N","S","N","H","L",24,2,47,112,0.801383399209486
"ANT107","NKI24_mx645","A","N","N","G","A","N",24,2,47,117,0.982707509881423
"ANT189","NKI24_mx645","A","N","N","G","A","P",24,2,47,117,0.977766798418972
"ANT288","NKI24_mx645","A","N","N","G","A","L",24,2,47,117,0.973320158102767
"ANT108","NKI24_mx645","A","N","N","G","C","N",24,2,47,201,0.993083003952569
"ANT190","NKI24_mx645","A","N","N","G","C","P",24,2,47,201,0.988142292490119
"ANT289","NKI24_mx645","A","N","N","G","C","L",24,2,47,201,0.975790513833992
"ANT109","NKI24_mx645","A","N","N","G","D","N",24,2,47,71,0.947628458498024
"ANT191","NKI24_mx645","A","N","N","G","D","P",24,2,47,71,0.950592885375494
"ANT290","NKI24_mx645","A","N","N","G","D","L",24,2,47,71,0.934782608695652
"ANT192","NKI24_mx645","A","N","N","G","H","N",24,2,47,112,0.971343873517787
"ANT193","NKI24_mx645","A","N","N","G","H","P",24,2,47,112,0.963438735177866
"ANT291","NKI24_mx645","A","N","N","G","H","L",24,2,47,112,0.857213438735178
"ANT194","NKI24_mx645","A","N","N","N","A","N",24,2,47,117,0.890316205533597
"ANT195","NKI24_mx645","A","N","N","N","A","P",24,2,47,117,0.988142292490119
"ANT292","NKI24_mx645","A","N","N","N","A","L",24,2,47,117,0.900197628458498
"ANT196","NKI24_mx645","A","N","N","N","C","N",24,2,47,201,0.893774703557312
"ANT197","NKI24_mx645","A","N","N","N","C","P",24,2,47,201,0.982213438735178
"ANT293","NKI24_mx645","A","N","N","N","C","L",24,2,47,201,0.894268774703557
"ANT198","NKI24_mx645","A","N","N","N","D","N",24,2,47,71,0.863636363636364
"ANT199","NKI24_mx645","A","N","N","N","D","P",24,2,47,71,0.970849802371542
"ANT294","NKI24_mx645","A","N","N","N","D","L",24,2,47,71,0.849802371541502
"ANT200","NKI24_mx645","A","N","N","N","H","N",24,2,47,112,0.884387351778656
"ANT1100","NKI24_mx645","A","N","N","N","H","P",24,2,47,112,0.985671936758893
"ANT295","NKI24_mx645","A","N","N","N","H","L",24,2,47,112,0.814723320158103
"FSL83","NKI24_mx645","F","F","S","G","A","N",24,2,47,117,0.977272727272727
"FSL165","NKI24_mx645","F","F","S","G","A","P",24,2,47,117,0.970849802371542
"FSL264","NKI24_mx645","F","F","S","G","A","L",24,2,47,117,0.949604743083004
"FSL84","NKI24_mx645","F","F","S","G","C","N",24,2,47,201,0.993577075098814
"FSL166","NKI24_mx645","F","F","S","G","C","P",24,2,47,201,0.981225296442688
"FSL265","NKI24_mx645","F","F","S","G","C","L",24,2,47,201,0.981225296442688
"FSL85","NKI24_mx645","F","F","S","G","D","N",24,2,47,71,0.959486166007905
"FSL167","NKI24_mx645","F","F","S","G","D","P",24,2,47,71,0.952569169960474
"FSL266","NKI24_mx645","F","F","S","G","D","L",24,2,47,71,0.912549407114625
"FSL86","NKI24_mx645","F","F","S","G","H","N",24,2,47,112,0.974802371541502
"FSL168","NKI24_mx645","F","F","S","G","H","P",24,2,47,112,0.95998023715415
"FSL267","NKI24_mx645","F","F","S","G","H","L",24,2,47,112,0.91403162055336
"FSL87","NKI24_mx645","F","F","S","N","A","N",24,2,47,117,0.866600790513834
"FSL169","NKI24_mx645","F","F","S","N","A","P",24,2,47,117,0.981719367588933
"FSL268","NKI24_mx645","F","F","S","N","A","L",24,2,47,117,0.853260869565217
"FSL88","NKI24_mx645","F","F","S","N","C","N",24,2,47,201,0.877470355731225
"FSL170","NKI24_mx645","F","F","S","N","C","P",24,2,47,201,0.975296442687747
"FSL269","NKI24_mx645","F","F","S","N","C","L",24,2,47,201,0.868083003952569
"FSL89","NKI24_mx645","F","F","S","N","D","N",24,2,47,71,0.83498023715415
"FSL171","NKI24_mx645","F","F","S","N","D","P",24,2,47,71,0.964426877470356
"FSL270","NKI24_mx645","F","F","S","N","D","L",24,2,47,71,0.811758893280632
"FSL90","NKI24_mx645","F","F","S","N","H","N",24,2,47,112,0.869071146245059
"FSL172","NKI24_mx645","F","F","S","N","H","P",24,2,47,112,0.977272727272727
"FSL271","NKI24_mx645","F","F","S","N","H","L",24,2,47,112,0.867094861660079
"FSL91","NKI24_mx645","F","F","N","G","A","N",24,2,47,117,0.983201581027668
"FSL173","NKI24_mx645","F","F","N","G","A","P",24,2,47,117,0.968873517786561
"FSL272","NKI24_mx645","F","F","N","G","A","L",24,2,47,117,0.947628458498024
"FSL92","NKI24_mx645","F","F","N","G","C","N",24,2,47,201,0.994071146245059
"FSL174","NKI24_mx645","F","F","N","G","C","P",24,2,47,201,0.986166007905138
"FSL273","NKI24_mx645","F","F","N","G","C","L",24,2,47,201,0.978754940711462
"FSL93","NKI24_mx645","F","F","N","G","D","N",24,2,47,71,0.944169960474308
"FSL175","NKI24_mx645","F","F","N","G","D","P",24,2,47,71,0.952569169960474
"FSL274","NKI24_mx645","F","F","N","G","D","L",24,2,47,71,0.91897233201581
"FSL94","NKI24_mx645","F","F","N","G","H","N",24,2,47,112,0.977766798418972
"FSL176","NKI24_mx645","F","F","N","G","H","P",24,2,47,112,0.973814229249012
"FSL275","NKI24_mx645","F","F","N","G","H","L",24,2,47,112,0.91699604743083
"FSL95","NKI24_mx645","F","F","N","N","A","N",24,2,47,117,0.861166007905138
"FSL177","NKI24_mx645","F","F","N","N","A","P",24,2,47,117,0.989130434782609
"FSL276","NKI24_mx645","F","F","N","N","A","L",24,2,47,117,0.864624505928854
"FSL96","NKI24_mx645","F","F","N","N","C","N",24,2,47,201,0.867094861660079
"FSL178","NKI24_mx645","F","F","N","N","C","P",24,2,47,201,0.985177865612648
"FSL277","NKI24_mx645","F","F","N","N","C","L",24,2,47,201,0.87796442687747
"FSL97","NKI24_mx645","F","F","N","N","D","N",24,2,47,71,0.8300395256917
"FSL179","NKI24_mx645","F","F","N","N","D","P",24,2,47,71,0.965909090909091
"FSL278","NKI24_mx645","F","F","N","N","D","L",24,2,47,71,0.8300395256917
"FSL98","NKI24_mx645","F","F","N","N","H","N",24,2,47,112,0.870553359683794
"FSL180","NKI24_mx645","F","F","N","N","H","P",24,2,47,112,0.987648221343874
"FSL279","NKI24_mx645","F","F","N","N","H","L",24,2,47,112,0.875494071146245
"FSL99","NKI24_mx645","F","N","S","G","A","N",24,2,47,117,0.988636363636364
"FSL181","NKI24_mx645","F","N","S","G","A","P",24,2,47,117,0.969367588932806
"FSL280","NKI24_mx645","F","N","S","G","A","L",24,2,47,117,0.963932806324111
"FSL100","NKI24_mx645","F","N","S","G","C","N",24,2,47,201,0.995553359683794
"FSL182","NKI24_mx645","F","N","S","G","C","P",24,2,47,201,0.972826086956522
"FSL281","NKI24_mx645","F","N","S","G","C","L",24,2,47,201,0.974802371541502
"FSL101","NKI24_mx645","F","N","S","G","D","N",24,2,47,71,0.964426877470356
"FSL183","NKI24_mx645","F","N","S","G","D","P",24,2,47,71,0.950592885375494
"FSL282","NKI24_mx645","F","N","S","G","D","L",24,2,47,71,0.954545454545455
"FSL102","NKI24_mx645","F","N","S","G","H","N",24,2,47,112,0.990118577075099
"FSL184","NKI24_mx645","F","N","S","G","H","P",24,2,47,112,0.963932806324111
"FSL283","NKI24_mx645","F","N","S","G","H","L",24,2,47,112,0.924407114624506
"FSL103","NKI24_mx645","F","N","S","N","A","N",24,2,47,117,0.883399209486166
"FSL185","NKI24_mx645","F","N","S","N","A","P",24,2,47,117,0.983695652173913
"FSL284","NKI24_mx645","F","N","S","N","A","L",24,2,47,117,0.874505928853755
"FSL104","NKI24_mx645","F","N","S","N","C","N",24,2,47,201,0.896739130434783
"FSL186","NKI24_mx645","F","N","S","N","C","P",24,2,47,201,0.983695652173913
"FSL285","NKI24_mx645","F","N","S","N","C","L",24,2,47,201,0.87697628458498
"FSL105","NKI24_mx645","F","N","S","N","D","N",24,2,47,71,0.862154150197628
"FSL187","NKI24_mx645","F","N","S","N","D","P",24,2,47,71,0.968379446640316
"FSL286","NKI24_mx645","F","N","S","N","D","L",24,2,47,71,0.825592885375494
"FSL106","NKI24_mx645","F","N","S","N","H","N",24,2,47,112,0.886857707509881
"FSL188","NKI24_mx645","F","N","S","N","H","P",24,2,47,112,0.988142292490119
"FSL287","NKI24_mx645","F","N","S","N","H","L",24,2,47,112,0.869071146245059
"FSL107","NKI24_mx645","F","N","N","G","A","N",24,2,47,117,0.984189723320158
"FSL189","NKI24_mx645","F","N","N","G","A","P",24,2,47,117,0.973814229249012
"FSL288","NKI24_mx645","F","N","N","G","A","L",24,2,47,117,0.957509881422925
"FSL108","NKI24_mx645","F","N","N","G","C","N",24,2,47,201,0.994565217391304
"FSL190","NKI24_mx645","F","N","N","G","C","P",24,2,47,201,0.984189723320158
"FSL289","NKI24_mx645","F","N","N","G","C","L",24,2,47,201,0.977272727272727
"FSL109","NKI24_mx645","F","N","N","G","D","N",24,2,47,71,0.949604743083004
"FSL191","NKI24_mx645","F","N","N","G","D","P",24,2,47,71,0.95701581027668
"FSL290","NKI24_mx645","F","N","N","G","D","L",24,2,47,71,0.948122529644269
"FSL192","NKI24_mx645","F","N","N","G","H","N",24,2,47,112,0.977766798418972
"FSL193","NKI24_mx645","F","N","N","G","H","P",24,2,47,112,0.973814229249012
"FSL291","NKI24_mx645","F","N","N","G","H","L",24,2,47,112,0.924901185770751
"FSL194","NKI24_mx645","F","N","N","N","A","N",24,2,47,117,0.874505928853755
"FSL195","NKI24_mx645","F","N","N","N","A","P",24,2,47,117,0.988142292490119
"FSL292","NKI24_mx645","F","N","N","N","A","L",24,2,47,117,0.882905138339921
"FSL196","NKI24_mx645","F","N","N","N","C","N",24,2,47,201,0.887845849802372
"FSL197","NKI24_mx645","F","N","N","N","C","P",24,2,47,201,0.984189723320158
"FSL293","NKI24_mx645","F","N","N","N","C","L",24,2,47,201,0.895256916996047
"FSL198","NKI24_mx645","F","N","N","N","D","N",24,2,47,71,0.850790513833992
"FSL199","NKI24_mx645","F","N","N","N","D","P",24,2,47,71,0.967391304347826
"FSL294","NKI24_mx645","F","N","N","N","D","L",24,2,47,71,0.83596837944664
"FSL200","NKI24_mx645","F","N","N","N","H","N",24,2,47,112,0.882411067193676
"FSL1100","NKI24_mx645","F","N","N","N","H","P",24,2,47,112,0.987648221343874
"FSL295","NKI24_mx645","F","N","N","N","H","L",24,2,47,112,0.876482213438735
"ANT201","NKI24_std2500","A","F","S","G","A","N",24,2,47,117,0.878458498023715
"ANT1101","NKI24_std2500","A","F","S","G","A","P",24,2,47,117,0.867588932806324
"ANT296","NKI24_std2500","A","F","S","G","A","L",24,2,47,117,0.83498023715415
"ANT202","NKI24_std2500","A","F","S","G","C","N",24,2,47,201,0.929347826086957
"ANT1102","NKI24_std2500","A","F","S","G","C","P",24,2,47,201,0.938735177865613
"ANT297","NKI24_std2500","A","F","S","G","C","L",24,2,47,201,0.939723320158103
"ANT203","NKI24_std2500","A","F","S","G","D","N",24,2,47,71,0.892786561264822
"ANT1103","NKI24_std2500","A","F","S","G","D","P",24,2,47,71,0.881916996047431
"ANT298","NKI24_std2500","A","F","S","G","D","L",24,2,47,71,0.866600790513834
"ANT204","NKI24_std2500","A","F","S","G","H","N",24,2,47,112,0.91304347826087
"ANT1104","NKI24_std2500","A","F","S","G","H","P",24,2,47,112,0.885869565217391
"ANT299","NKI24_std2500","A","F","S","G","H","L",24,2,47,112,0.812747035573123
"ANT205","NKI24_std2500","A","F","S","N","A","N",24,2,47,117,0.810770750988142
"ANT1105","NKI24_std2500","A","F","S","N","A","P",24,2,47,117,0.869071146245059
"ANT2100","NKI24_std2500","A","F","S","N","A","L",24,2,47,117,0.739130434782609
"ANT206","NKI24_std2500","A","F","S","N","C","N",24,2,47,201,0.847826086956522
"ANT1106","NKI24_std2500","A","F","S","N","C","P",24,2,47,201,0.923913043478261
"ANT2101","NKI24_std2500","A","F","S","N","C","L",24,2,47,201,0.806324110671937
"ANT207","NKI24_std2500","A","F","S","N","D","N",24,2,47,71,0.757905138339921
"ANT1107","NKI24_std2500","A","F","S","N","D","P",24,2,47,71,0.893774703557312
"ANT2102","NKI24_std2500","A","F","S","N","D","L",24,2,47,71,0.723814229249012
